,city_name,cloudiness,country,date,humidity,lat,lng,max_temp,wind_speed
285,Ritchie,0,ZA,1535198400,18,-29.03,24.6,80.6,23.04
286,Hambantota,32,LK,1535202773,87,6.12,81.12,84.08,19.04
287,Sidney,1,US,1535201700,79,47.72,-104.16,53.06,6.93
288,Igrim,20,RU,1535202773,70,63.19,64.42,66.35,7.18
289,Nikolskoye,40,RU,1535200200,68,59.7,30.79,71.6,8.95
290,Manggar,8,ID,1535202774,79,-2.88,108.27,82.1,7.07
291,Samarai,92,PG,1535202774,100,-10.62,150.67,74.81,12.44
292,Faanui,92,PF,1535202774,99,-16.48,-151.75,80.03,10.98
293,Geraldton,90,CA,1535198400,93,49.72,-86.95,60.8,3.36
294,Secunda,48,ZA,1535202775,27,-26.52,29.2,73.46,16.24
295,Port Blair,80,IN,1535202491,100,11.67,92.75,80.66,25.64
296,Wisconsin Rapids,90,US,1535202240,93,44.39,-89.82,67.46,5.06
297,Luau,44,CD,1535202775,37,-10.7,22.23,87.32,3.38
298,Damietta,0,EG,1535198400,66,31.42,31.81,86.0,12.75
299,Teya,5,MX,1535197620,94,21.05,-89.07,71.6,2.37
300,Karanganyar,36,ID,1535202776,52,-7.6,110.95,78.77,3.38
301,Vuktyl,0,RU,1535202670,63,63.86,57.31,62.75,5.39
302,Broken Hill,0,AU,1535202777,68,-31.97,141.45,48.08,7.74
303,Esmeralda,0,CL,1535202777,71,-34.33,-70.9,30.98,1.7
304,Teknaf,92,BD,1535202777,95,20.86,92.31,78.77,4.94
305,Pontes e Lacerda,68,BR,1535202777,85,-15.23,-59.33,67.97,12.21
306,Umtata,40,ZA,1535198400,34,-31.59,28.78,78.8,12.75
307,Bichura,88,RU,1535202778,90,50.59,107.6,56.27,2.15
308,Yerofey Pavlovich,32,RU,1535202778,82,53.97,121.97,65.0,2.71
309,Hervey Bay,68,AU,1535202778,89,-25.3,152.85,66.53,11.54
310,Mbandaka,36,CD,1535202779,78,0.05,18.26,82.01,2.48
311,Deep River,20,CA,1535198400,88,46.1,-77.49,64.4,5.82
312,Mugumu,48,TZ,1535202580,80,-1.84,34.67,70.4,1.92
313,Mikhaylovsk,92,RU,1535202779,79,56.44,59.12,59.33,7.07
314,Bonavista,0,CA,1535202780,81,48.65,-53.11,65.81,11.43
315,La Ronge,90,CA,1535199240,100,55.1,-105.3,42.8,6.93
316,Wanaka,0,NZ,1535202780,75,-44.7,169.14,24.05,2.04
317,North Bend,1,US,1535201760,96,43.41,-124.22,48.92,4.16
318,Muzhi,88,RU,1535202781,70,65.4,64.7,60.95,15.46
319,Te Anau,8,NZ,1535202781,85,-45.41,167.72,34.31,5.5
320,Kahului,75,US,1535201100,93,20.89,-156.47,77.0,4.7
321,Ust-Kuyga,0,RU,1535202781,94,70.0,135.55,37.28,3.71
322,Alakurtti,92,RU,1535202782,98,66.96,30.34,60.41,9.64
323,Ambilobe,20,MG,1535202782,35,-13.19,49.05,87.68,17.02
324,Bijawar,80,IN,1535202782,93,24.62,79.49,78.32,12.66
325,Carutapera,12,BR,1535202782,77,-1.2,-46.02,83.81,11.54
326,Port Lincoln,0,AU,1535202783,100,-34.72,135.86,50.42,3.6
327,Jiwani,0,PK,1535202783,66,25.05,61.74,87.5,13.11
328,Yulara,0,AU,1535198400,37,-25.24,130.99,50.0,3.36
329,Ariquemes,48,BR,1535202666,89,-9.91,-63.03,72.92,3.15
330,Augusto Correa,12,BR,1535202783,77,-1.02,-46.63,83.81,7.96
331,Hargeysa,40,SO,1535198400,54,9.56,44.06,80.6,23.04
332,Beringovskiy,20,RU,1535202784,100,63.05,179.32,47.27,6.06
333,San Jose,92,PH,1535202785,99,15.79,120.99,71.93,1.92
334,Puerto Escondido,75,MX,1535197200,69,15.86,-97.07,73.4,9.17
335,Kaeo,8,NZ,1535202786,95,-35.1,173.78,48.53,7.96
336,Sao Filipe,0,CV,1535202541,92,14.9,-24.5,80.03,8.52
337,Matara,0,PE,1535198400,52,-13.74,-72.9,41.0,2.04
338,Newport,20,GB,1535201400,59,51.59,-3.0,64.4,12.75
339,Santa catarina de Tepehuanes,0,MX,1535202786,88,25.34,-105.72,47.27,2.04
340,Sampit,44,ID,1535202787,75,-2.54,112.95,80.57,7.07
341,Codrington,36,AU,1535202787,91,-28.95,153.24,50.51,2.04
342,Lasa,40,CY,1535202000,70,34.92,32.53,86.0,19.46
343,Hokitika,92,NZ,1535202787,100,-42.72,170.96,49.43,3.15
344,Fare,80,PF,1535202788,97,-16.7,-151.02,79.67,8.19
345,Scortoasa,20,RO,1535202788,58,45.37,26.67,73.91,2.59
346,Wakkanai,100,JP,1535202788,100,45.41,141.67,60.5,28.1
347,Kolvereid,92,NO,1535202788,96,64.86,11.6,53.57,10.98
348,High Level,90,CA,1535198400,87,58.52,-117.13,42.8,10.29
349,Saldanha,0,PT,1535202789,42,41.42,-6.55,78.05,4.05
350,Sovetskiy,8,RU,1535202789,73,56.76,48.47,67.43,6.73
351,Kirkwall,40,GB,1535201400,76,58.98,-2.96,55.4,18.34
352,La Presa,44,MX,1535202790,98,22.34,-105.39,81.92,1.92
353,Erenhot,92,CN,1535202790,52,43.65,111.97,75.62,2.15
354,Tranas,56,SE,1535201400,59,58.04,14.98,62.6,11.41
355,Kirensk,36,RU,1535202791,89,57.78,108.12,57.17,2.04
356,San Carlos del Zulia,20,VE,1535202791,82,9.0,-71.91,80.75,3.04
357,Bundaberg,100,AU,1535202669,100,-24.87,152.35,65.09,17.13
358,Rocha,12,UY,1535202662,83,-34.48,-54.34,46.37,21.83
359,Cabinda,20,AO,1535198400,69,-5.56,12.19,80.6,6.93
360,Saint-Francois,75,FR,1535202000,55,46.42,3.91,64.4,13.87
361,Central Point,1,US,1535201760,71,42.38,-122.91,51.08,3.36
362,San Juan,90,PH,1535202000,100,14.6,121.03,82.4,6.93
363,The Valley,40,AI,1535198400,74,18.22,-63.06,82.4,9.17
364,La Crosse,75,US,1535201700,90,43.8,-91.24,69.98,4.7
365,Cherskiy,76,RU,1535202793,99,68.75,161.3,36.2,7.63
366,Lazaro Cardenas,24,MX,1535202794,79,28.39,-105.62,66.26,4.61
367,Coahuayana,92,MX,1535202794,84,18.62,-100.35,65.27,2.59
368,Ambanja,20,MG,1535198400,42,-13.68,48.45,86.0,9.17
369,Znamenskoye,92,RU,1535202794,92,57.13,73.82,63.74,12.44
370,Marsh Harbour,56,BS,1535202795,100,26.54,-77.06,83.18,12.21
371,Whittlesea,20,AU,1535200200,87,-37.51,145.12,44.6,6.93
372,Husavik,24,CA,1535202655,97,50.56,-96.99,63.65,10.98
373,Alpena,90,US,1535200980,96,45.06,-83.43,68.0,3.36
374,Vila Velha,75,BR,1535202000,62,-3.71,-38.6,84.2,17.22
375,Saint George,20,GR,1535197800,51,39.45,22.34,86.0,12.75
376,Jalu,0,LY,1535202796,34,29.03,21.55,98.39,6.06
377,Dicabisagan,92,PH,1535202797,100,17.08,122.42,74.72,5.39
378,Tambacounda,75,SN,1535198400,70,13.77,-13.67,89.6,6.93
379,Belyy Yar,0,RU,1535200200,60,53.6,91.39,73.4,2.24
380,Udachnyy,24,RU,1535202797,77,66.42,112.4,52.31,3.38
381,Leshukonskoye,0,RU,1535202688,59,64.9,45.76,65.72,7.52
382,Aketi,20,CD,1535202798,61,2.74,23.78,87.05,3.04
383,Dingle,92,PH,1535202645,80,11.0,122.67,80.21,6.51
384,Waingapu,44,ID,1535202798,80,-9.65,120.26,73.64,5.61
385,Kadiri,76,IN,1535202798,64,14.11,78.16,81.65,11.65
386,Luanda,20,AO,1535198400,65,-8.83,13.24,78.8,6.93
387,Karratha,0,AU,1535202799,32,-20.74,116.85,61.85,3.71
388,Kokopo,24,PG,1535202799,100,-4.34,152.27,77.78,2.04
389,Beatrice,1,US,1535201640,97,40.27,-96.75,64.22,5.06
390,Gazojak,0,TM,1535202799,34,41.19,61.4,78.23,11.65
391,Phonhong,75,LA,1535202000,94,18.5,102.42,80.6,2.24
392,Saint-Joseph,24,FR,1535202000,37,43.56,6.97,86.0,5.82
393,Puerto Baquerizo Moreno,92,EC,1535202801,100,-0.9,-89.6,69.68,12.1
394,Hami,68,CN,1535202801,29,42.84,93.51,86.15,2.59
395,El Tigre,92,VE,1535202801,96,8.89,-64.25,74.99,11.54
396,Comodoro Rivadavia,0,AR,1535198400,46,-45.87,-67.48,50.0,20.8
397,Popondetta,92,PG,1535202802,96,-8.77,148.24,69.5,1.14
398,Chernyshevskiy,92,RU,1535202802,77,63.01,112.47,55.37,4.05
399,Caravelas,80,BR,1535202802,100,-17.73,-39.27,75.8,12.66
400,Kirakira,92,SB,1535202802,100,-10.46,161.92,80.93,12.21
401,Palora,8,EC,1535202803,97,-1.7,-77.97,55.28,0.92
402,Emerald,68,AU,1535202803,79,-23.53,148.16,63.92,11.99
403,Anadyr,75,RU,1535198400,87,64.73,177.51,50.0,6.71
404,Andra,32,RU,1535202803,61,62.52,65.89,67.88,8.63
405,Cap-aux-Meules,5,CA,1535198400,83,47.38,-61.86,69.8,12.75
406,Randfontein,0,ZA,1535198400,40,-26.17,27.69,75.2,14.99
407,Lavrentiya,24,RU,1535202804,99,65.58,-170.99,45.2,6.17
408,Warri,76,NG,1535202804,95,5.52,5.75,81.47,9.42
409,Durban,75,FR,1535202000,60,43.54,0.58,68.0,8.05
410,Banjar,8,ID,1535202805,61,-7.37,108.54,76.61,4.16
411,Olinda,75,EC,1535198400,83,-2.03,-79.75,69.8,4.7
412,Warrensburg,1,US,1535201700,83,38.76,-93.74,78.98,8.05
413,Manitowoc,90,US,1535202360,94,44.09,-87.66,68.0,6.93
414,Qaqortoq,75,GL,1535201400,87,60.72,-46.03,44.6,9.17
415,Juruti,0,BR,1535202806,69,-2.16,-56.09,82.55,4.5
416,Westport,75,IE,1535202000,58,53.8,-9.52,57.2,8.05
417,Kudahuvadhoo,36,MV,1535202807,100,2.67,72.89,82.64,7.4
418,Avera,1,US,1535200500,84,33.19,-82.53,71.6,4.38
419,Kavaratti,12,IN,1535202552,96,10.57,72.64,83.09,13.22
420,Ilorin,76,NG,1535202807,96,8.5,4.55,74.45,11.99
421,Mackay,90,CA,1535202000,100,53.65,-115.58,39.2,2.24
422,Paamiut,8,GL,1535202625,100,61.99,-49.67,42.23,1.59
423,Tura,44,IN,1535202808,85,25.52,90.21,85.07,2.15
424,Turbat,0,PK,1535202808,31,26.0,63.05,99.92,11.65
425,Fukuma,20,JP,1535202000,74,33.77,130.47,84.2,4.7
426,North Platte,1,US,1535201580,93,41.12,-100.77,53.96,3.36
427,Ekhabi,0,RU,1535202809,69,53.51,142.97,62.21,7.63
428,Sao Miguel do Araguaia,0,BR,1535202809,80,-13.28,-50.16,79.58,4.72
429,Mokrousovo,92,RU,1535202810,88,55.81,66.77,61.67,8.08
430,Wajir,0,KE,1535202810,43,1.75,40.07,92.09,13.44
431,Nador,0,MA,1535202000,38,35.17,-2.93,96.8,5.82
432,Iwanai,92,JP,1535202810,96,42.97,140.51,69.5,16.24
433,Ratnagiri,92,IN,1535202765,100,16.98,73.3,76.07,11.1
434,Sept-Iles,75,CA,1535198400,76,50.2,-66.38,57.2,4.7
435,Terney,92,RU,1535202811,100,45.05,136.61,59.51,23.17
436,Basmat,88,IN,1535202812,88,19.33,77.16,78.05,9.98
437,Mildura,0,AU,1535202812,79,-34.18,142.16,46.37,5.73
438,Puri,8,ID,1535202812,52,-7.54,112.45,77.6,6.06
439,Neyshabur,36,IR,1535202813,25,36.21,58.79,83.63,4.5
440,Solnechnyy,24,RU,1535202813,85,50.72,136.64,62.39,3.6
441,Goderich,92,CA,1535202813,89,43.74,-81.71,67.07,12.77
442,Moshenskoye,0,RU,1535202813,50,58.52,34.59,77.06,11.54
443,Port Elizabeth,20,US,1535201700,81,39.31,-74.98,75.02,3.36
444,Grandview,1,US,1535201700,88,38.89,-94.53,77.0,10.29
445,Hay River,40,CA,1535198400,93,60.82,-115.79,37.4,6.93
446,Osa,0,RU,1535202814,69,57.28,55.46,64.55,8.52
447,Northam,20,GB,1535201400,52,51.04,-4.21,64.4,11.41
448,San Isidro,92,PH,1535202816,98,16.74,121.63,73.55,2.71
449,Zhigansk,0,RU,1535202816,66,66.77,123.37,55.01,5.73
450,Siyabuswa,0,ZA,1535202816,36,-25.11,29.06,79.49,10.65
451,Vao,88,EE,1535202633,71,59.1,26.19,67.43,4.61
452,Mizdah,12,LY,1535202817,41,31.45,12.98,89.39,7.4
453,Seymchan,76,RU,1535202817,73,62.93,152.39,47.63,10.42
454,Sao Francisco,0,BR,1535198400,93,-25.65,-53.85,53.6,8.05
455,Camopi,36,GF,1535202818,73,3.17,-52.33,81.47,2.93
456,Ortigueira,20,ES,1535202000,53,43.68,-7.85,71.6,9.17
457,Nargana,92,PA,1535202818,100,9.44,-78.59,76.61,2.37
458,Isabela,68,PH,1535202819,87,10.2,122.99,77.87,3.04
459,Oktyabrskoye,24,RU,1535202819,65,56.73,85.44,69.95,3.04
460,Saurimo,40,AO,1535198400,42,-9.66,20.4,86.0,3.71
461,La Venta del Astillero,40,MX,1535197320,93,20.73,-103.55,59.0,1.92
462,Qinzhou,48,CN,1535202820,84,21.96,108.62,83.27,2.59
463,Agua Prieta,90,MX,1535202180,100,31.32,-109.55,60.08,5.82
464,Nemuro,92,JP,1535202649,100,43.32,145.57,58.25,15.79
465,Touros,44,BR,1535202821,79,-5.2,-35.46,80.66,15.23
466,Huarmey,32,PE,1535202821,87,-10.07,-78.15,52.67,1.14
467,Flinders,36,AU,1535198400,100,-34.58,150.85,51.8,5.82
468,Tocopilla,68,CL,1535202821,100,-22.09,-70.2,53.3,4.05
469,Miastko,68,PL,1535202822,64,54.0,16.98,67.25,5.17
470,Wanlaweyn,0,SO,1535202822,46,2.62,44.89,89.39,14.12
471,Huai Thalaeng,100,TH,1535202000,100,15.0,102.65,80.6,8.05
472,Jinhua,64,CN,1535202623,85,29.11,119.65,79.31,6.17
473,Dongsheng,0,CN,1535202823,55,29.72,112.52,83.9,8.63
474,Buta,80,CD,1535202633,75,2.79,24.73,81.83,2.71
475,Baykit,64,RU,1535202823,90,61.68,96.39,54.11,3.38
476,Sembakung,44,ID,1535202823,87,3.82,117.25,79.67,2.71
477,Rio Grande,75,BR,1535198400,76,-32.03,-52.1,50.0,17.22
478,Santa Isabel do Rio Negro,0,BR,1535202824,89,-0.41,-65.02,76.79,5.06
479,Micheweni,92,TZ,1535202824,100,-4.97,39.83,76.7,16.46
480,Sorland,75,NO,1535197800,93,67.67,12.69,53.6,5.82
481,Wawa,92,NG,1535202824,97,9.9,4.41,75.8,10.98
482,Green River,1,US,1535201640,55,41.53,-109.47,57.92,18.34
483,Kropachevo,100,RU,1535202825,86,55.01,57.99,57.53,9.19
484,Ishigaki,88,JP,1535202777,100,24.34,124.16,81.83,20.71
485,Tual,32,ID,1535202825,98,-5.67,132.75,80.03,10.76
486,Ureki,0,GE,1535202000,74,42.0,41.78,87.8,5.82
487,Grand Gaube,75,MU,1535198400,78,-20.01,57.66,73.4,14.99
488,Hannibal,40,US,1535200500,91,39.71,-91.36,75.2,6.93
489,Karpogory,0,RU,1535202826,67,64.0,44.44,65.18,7.07
490,Soke,20,ML,1535202827,86,13.6,-5.94,88.58,7.96
491,Punta Alta,0,AR,1535200200,71,-27.46,-55.82,51.8,5.82
492,Veraval,20,FR,1535202000,55,49.65,0.71,64.4,11.41
493,Keti Bandar,76,PK,1535202827,96,24.14,67.45,81.02,17.25
494,Ayagoz,0,KZ,1535202828,24,47.96,80.43,77.15,20.27
495,Bauchi,88,NG,1535202828,90,10.31,9.85,77.87,6.62
496,Estevan,90,CA,1535201700,93,49.14,-102.99,50.0,6.93
497,Billings,40,US,1535201580,79,45.79,-108.5,51.08,3.38
498,Great Yarmouth,40,GB,1535201400,59,52.61,1.73,60.8,12.75
499,Muros,20,ES,1535202000,56,42.77,-9.06,71.6,10.29
500,Culpeper,1,US,1535201760,81,38.47,-78.0,71.06,2.15
501,Young,0,UY,1535202830,87,-32.7,-57.63,42.59,12.66
502,Nushki,0,PK,1535202830,18,29.55,66.02,89.3,5.17
503,Porto Murtinho,0,BR,1535202830,64,-21.7,-57.88,55.37,17.02
504,Freeport,75,BS,1535198400,83,26.54,-78.7,80.6,4.7
505,Vanimo,56,PG,1535202831,100,-2.67,141.3,77.87,1.59
506,Awjilah,0,LY,1535202831,33,29.14,21.3,98.3,4.94
507,Aksu,40,KZ,1535200200,55,52.04,76.93,64.4,11.18
508,Quatre Cocos,75,MU,1535198400,78,-20.21,57.76,73.4,14.99
509,Linares,0,CL,1535202832,67,-35.85,-71.6,27.11,2.04
510,Sulangan,76,PH,1535202832,96,11.14,123.72,85.43,13.0
511,San Vicente,0,SV,1535201400,94,13.64,-88.78,75.2,5.82
512,Vostok,76,RU,1535202834,78,46.45,135.83,56.09,2.37
513,Paicandu,0,BR,1535202834,91,-23.46,-52.05,60.14,11.43
514,Shingu,32,JP,1535202834,94,33.72,135.99,81.2,12.44
515,Berlevag,0,NO,1535197800,77,70.86,29.09,62.6,13.87
516,Pevek,80,RU,1535202557,100,69.7,170.27,35.21,11.1
517,Alice Springs,0,AU,1535200200,43,-23.7,133.88,51.8,5.95
518,Hofn,75,IS,1535202000,87,64.25,-15.21,46.4,9.17
519,Santa Cruz del Sur,0,CU,1535202835,92,20.71,-78.0,75.26,12.55
520,Rognan,75,NO,1535201400,100,67.1,15.4,51.8,23.04
521,Covington,1,US,1535201700,78,35.56,-89.65,77.0,6.93
522,Laiyang,8,CN,1535202836,75,36.98,120.7,75.89,7.4
523,Lodwar,64,KE,1535202678,58,3.12,35.6,82.1,4.16
524,Ngawi,8,ID,1535202836,42,-7.4,111.45,84.35,9.75
525,Plaridel,92,PH,1535202836,97,13.96,122.02,83.63,8.41
526,Mokobeng,0,BW,1535202837,37,-23.0,27.67,81.2,11.43
527,Boueni,20,YT,1535200200,58,-12.9,45.08,82.4,9.17
528,Havoysund,75,NO,1535201400,76,71.0,24.66,55.4,5.82
529,Victoria,75,BN,1535200200,79,5.28,115.24,84.2,1.12
530,Trinidad,8,UY,1535202838,93,-33.52,-56.9,41.51,15.23
531,Chicama,90,PE,1535198400,93,-7.84,-79.15,60.8,5.82
532,Gdov,92,RU,1535202838,100,58.74,27.82,63.38,5.95
533,Kiama,36,AU,1535198400,100,-34.67,150.86,51.8,5.82
534,Yerbogachen,92,RU,1535202839,82,61.28,108.01,54.92,2.37
535,Oranjemund,36,ZA,1535202839,95,-28.55,16.43,57.08,18.48
536,Sydney,75,AU,1535200200,76,-33.85,151.22,57.2,5.82
537,Nata,40,CY,1535202000,70,34.78,32.57,86.0,19.46
538,Nanortalik,92,GL,1535202548,100,60.14,-45.24,42.05,11.54
539,Imbituba,20,BR,1535198400,55,-28.24,-48.67,64.4,13.87
540,Whitehorse,75,CA,1535198400,76,60.72,-135.06,50.0,10.29
541,Hemet,1,US,1535200800,78,33.75,-116.97,80.96,3.36
542,Lakes Entrance,0,AU,1535202841,100,-37.88,147.99,46.55,1.14
543,Lensk,92,RU,1535202841,97,60.71,114.91,52.4,5.95
544,Rawson,20,AR,1535202841,63,-43.3,-65.11,30.17,3.6
545,Richards Bay,0,ZA,1535202842,67,-28.77,32.06,77.87,12.55
546,Faya,40,SA,1535198400,51,18.39,42.45,84.2,9.17
547,Aquidauana,12,BR,1535202842,62,-20.47,-55.78,64.91,13.22
548,Zasechnoye,0,RU,1535202842,42,53.11,45.08,78.05,5.06
549,Ulaangom,64,MN,1535202843,27,49.98,92.07,64.37,1.59
550,Wanning,75,AT,1535199600,63,48.64,13.53,62.6,8.05
551,Honiara,75,SB,1535198400,100,-9.43,159.96,75.2,3.36
552,Zhuhai,40,CN,1535198400,60,40.71,112.04,69.8,4.47
553,Mahon,75,IE,1535202000,62,51.89,-8.4,57.2,5.82
554,Bongandanga,76,CD,1535202844,65,1.51,21.07,85.79,2.15
555,Partenit,0,UA,1535202844,87,44.58,34.34,77.51,5.5
556,Basoko,44,CD,1535202844,85,1.23,23.61,78.23,2.04
557,Kuybyshevo,0,UA,1535202845,91,44.63,33.86,77.87,2.71
558,Cabedelo,75,BR,1535198400,78,-6.97,-34.84,78.8,13.87
559,Zunheboto,88,IN,1535202845,94,26.02,94.53,69.95,1.59
560,Kirovskiy,92,RU,1535202845,98,45.09,133.51,60.32,2.93
561,Priyutnoye,0,RU,1535200200,23,46.1,43.51,82.4,13.42
562,Williston,1,US,1535201700,79,48.15,-103.62,53.06,6.93
563,Fortuna,0,ES,1535202000,36,38.18,-1.13,93.2,2.24
564,Manaus,20,BR,1535202000,70,-3.13,-59.98,86.0,6.93
565,Kastoria,40,GR,1535201400,30,40.52,21.27,86.0,3.04
566,Bambanglipuro,8,ID,1535202847,65,-7.95,110.28,74.63,4.61
567,Spokane,1,US,1535201880,66,47.66,-117.42,53.96,7.4
568,Bridlington,8,GB,1535201400,51,54.08,-0.19,64.4,8.05
569,Nome,1,US,1535201700,87,30.04,-94.42,82.04,3.04
570,Severobaykalsk,64,RU,1535202848,91,55.65,109.32,53.03,1.59
